filename,width,height,class,xmin,ymin,xmax,ymax
frame216.jpg,1920,1080,bottle,910,128,1252,655
frame174.jpg,1920,1080,bottle,767,232,1152,908
frame160.jpg,1920,1080,bottle,848,216,1214,847
frame62.jpg,1920,1080,syringe,437,439,1717,878
frame76.jpg,1920,1080,syringe,583,424,1433,882
frame89.jpg,1920,1080,syringe,598,8,941,524
frame88.jpg,1920,1080,syringe,641,5,1029,566
frame77.jpg,1920,1080,syringe,648,328,1575,712
frame63.jpg,1920,1080,syringe,575,451,1841,855
frame161.jpg,1920,1080,bottle,817,112,1198,739
frame175.jpg,1920,1080,bottle,702,220,1102,843
frame217.jpg,1920,1080,bottle,1021,178,1387,651
frame203.jpg,1920,1080,bottle,641,5,1064,774
